term,group1,group2,estimate,p.adj,p.adj.signif
interaction_var,0.0,100.0,-0.08034316896565274,1.3e-11,****
interaction_var,0.0,0.5e-06,-0.04370864676986036,1.3e-11,****
interaction_var,0.0,100.5e-06,-0.09917912059967396,1.3e-11,****
interaction_var,100.0,0.5e-06,0.036634522195792385,1.3e-11,****
interaction_var,100.0,100.5e-06,-0.018835951634021214,9.65e-6,****
interaction_var,0.5e-06,100.5e-06,-0.0554704738298136,1.3e-11,****
strain,GFC0180,GFC0181,-0.003232485449968736,1,ns
strain,GFC0180,GFC0182,0.040680207229328275,0.00584,**
strain,GFC0180,GFC0183,-0.02153449861185941,0.833,ns
strain,GFC0180,GFC0184,-0.009614730623492024,1,ns
strain,GFC0180,GFC0185,-0.009329917975444885,1,ns
strain,GFC0180,GFC0186,-0.042901248706062406,4.57e-4,***
strain,GFC0180,GFC0187,1.5816373409860418e-6,1,ns
strain,GFC0180,GFC0188,0.04451858549885851,0.00108,**
strain,GFC0180,GFC0189,0.042658412618723385,0.0025,**
strain,GFC0180,GFC0190,0.06251001456531613,5.27e-8,****
strain,GFC0180,GFC0191,-0.05527731199362354,4.09e-6,****
strain,GFC0180,GFC0192,0.0129640832377792,1,ns
strain,GFC0180,GFC0193,-0.04289688055223895,4.58e-4,***
strain,GFC0180,GFC0194,0.024168342110871488,0.645,ns
strain,GFC0180,GFC0195,0.02890882350005866,0.28,ns
strain,GFC0180,GFC0196,0.04616503084401932,1.17e-4,***
strain,GFC0180,GFC0197,0.037816657726919445,0.0071,**
strain,GFC0180,GFC0198,0.03885559275725675,0.00448,**
strain,GFC0180,GFC0199,-0.04040318776296875,0.0101,*
strain,GFC0180,GFC0221,0.03486924728573021,0.00536,**
strain,GFC0180,GFC0222,0.015171602710828569,0.972,ns
strain,GFC0180,SV01,0.09041105885479678,1.32e-11,****
strain,GFC0181,GFC0182,0.04391269267929701,0.00184,**
strain,GFC0181,GFC0183,-0.018302013161890673,0.966,ns
strain,GFC0181,GFC0184,-0.006382245173523288,1,ns
strain,GFC0181,GFC0185,-0.0060974325254761486,1,ns
strain,GFC0181,GFC0186,-0.03966876325609367,0.00305,**
strain,GFC0181,GFC0187,0.003234067087309722,1,ns
strain,GFC0181,GFC0188,0.047751070948827246,3.1e-4,***
strain,GFC0181,GFC0189,0.04589089806869212,7.51e-4,***
strain,GFC0181,GFC0190,0.06574250001528487,1.14e-8,****
strain,GFC0181,GFC0191,-0.052044826543654804,3.53e-5,****
strain,GFC0181,GFC0192,0.016196568687747936,0.993,ns
strain,GFC0181,GFC0193,-0.03966439510227021,0.00306,**
strain,GFC0181,GFC0194,0.027400827560840224,0.412,ns
strain,GFC0181,GFC0195,0.0321413089500274,0.137,ns
strain,GFC0181,GFC0196,0.04939751629398806,2.88e-5,****
strain,GFC0181,GFC0197,0.04104914317688818,0.00214,**
strain,GFC0181,GFC0198,0.04208807820722549,0.00131,**
strain,GFC0181,GFC0199,-0.037170702313000015,0.0388,*
strain,GFC0181,GFC0221,0.038101732735698945,0.00144,**
strain,GFC0181,GFC0222,0.018404088160797305,0.852,ns
strain,GFC0181,SV01,0.09364354430476551,1.31e-11,****
strain,GFC0182,GFC0183,-0.062214705841187684,6.35e-8,****
strain,GFC0182,GFC0184,-0.0502949378528203,6.25e-5,****
strain,GFC0182,GFC0185,-0.05001012520477316,7.25e-5,****
strain,GFC0182,GFC0186,-0.08358145593539068,1.32e-11,****
strain,GFC0182,GFC0187,-0.04067862559198729,0.00585,**
strain,GFC0182,GFC0188,0.003838378269530235,1,ns
strain,GFC0182,GFC0189,0.00197820538939511,1,ns
strain,GFC0182,GFC0190,0.021829807335987855,0.815,ns
strain,GFC0182,GFC0191,-0.09595751922295181,1.32e-11,****
strain,GFC0182,GFC0192,-0.027716123991549074,0.388,ns
strain,GFC0182,GFC0193,-0.08357708778156722,1.32e-11,****
strain,GFC0182,GFC0194,-0.016511865118456787,0.988,ns
strain,GFC0182,GFC0195,-0.011771383729269613,1,ns
strain,GFC0182,GFC0196,0.005484823614691048,1,ns
strain,GFC0182,GFC0197,-0.0028635495024088298,1,ns
strain,GFC0182,GFC0198,-0.001824614472071523,1,ns
strain,GFC0182,GFC0199,-0.08108339499229703,1.38e-11,****
strain,GFC0182,GFC0221,-0.005810959943598065,1,ns
strain,GFC0182,GFC0222,-0.025508604518499706,0.221,ns
strain,GFC0182,SV01,0.0497308516254685,1.18e-6,****
strain,GFC0183,GFC0184,0.011919767988367386,1,ns
strain,GFC0183,GFC0185,0.012204580636414525,1,ns
strain,GFC0183,GFC0186,-0.021366750094202996,0.729,ns
strain,GFC0183,GFC0187,0.021536080249200396,0.833,ns
strain,GFC0183,GFC0188,0.06605308411071792,5.34e-9,****
strain,GFC0183,GFC0189,0.0641929112305828,1.8e-8,****
strain,GFC0183,GFC0190,0.08404451317717554,1.32e-11,****
strain,GFC0183,GFC0191,-0.03374281338176413,0.0751,ns
strain,GFC0183,GFC0192,0.03449858184963861,0.0681,ns
strain,GFC0183,GFC0193,-0.021362381940379538,0.73,ns
strain,GFC0183,GFC0194,0.0457028407227309,6.2e-4,***
strain,GFC0183,GFC0195,0.05044332211191807,5.78e-5,****
strain,GFC0183,GFC0196,0.06769952945587873,1.06e-10,****
strain,GFC0183,GFC0197,0.059351156338778854,3.62e-8,****
strain,GFC0183,GFC0198,0.06039009136911616,1.78e-8,****
strain,GFC0183,GFC0199,-0.01886868915110934,0.96,ns
strain,GFC0183,GFC0221,0.05640374589758962,5.05e-9,****
strain,GFC0183,GFC0222,0.03670610132268798,0.00211,**
strain,GFC0183,SV01,0.11194555746665619,1.3e-11,****
strain,GFC0184,GFC0185,2.8481264804713913e-4,1,ns
strain,GFC0184,GFC0186,-0.03328651808257038,0.0359,*
strain,GFC0184,GFC0187,0.00961631226083301,1,ns
strain,GFC0184,GFC0188,0.05413331612235053,7.81e-6,****
strain,GFC0184,GFC0189,0.05227314324221541,2.18e-5,****
strain,GFC0184,GFC0190,0.07212474518880815,9.68e-11,****
strain,GFC0184,GFC0191,-0.045662581370131516,6.32e-4,***
strain,GFC0184,GFC0192,0.022578813861271224,0.785,ns
strain,GFC0184,GFC0193,-0.033282149928746924,0.036,*
strain,GFC0184,GFC0194,0.03378307273436351,0.0742,ns
strain,GFC0184,GFC0195,0.038523554123550685,0.0139,*
strain,GFC0184,GFC0196,0.055779761467511346,3.83e-7,****
strain,GFC0184,GFC0197,0.04743138835041147,5.82e-5,****
strain,GFC0184,GFC0198,0.048470323380748775,3.24e-5,****
strain,GFC0184,GFC0199,-0.030788457139476727,0.218,ns
strain,GFC0184,GFC0221,0.04448397790922223,2.31e-5,****
strain,GFC0184,GFC0222,0.024786333334320593,0.27,ns
strain,GFC0184,SV01,0.1000257894782888,1.3e-11,****
strain,GFC0185,GFC0186,-0.03357133073061752,0.0322,*
strain,GFC0185,GFC0187,0.00933149961278587,1,ns
strain,GFC0185,GFC0188,0.053848503474303394,9.16e-6,****
strain,GFC0185,GFC0189,0.05198833059416827,2.54e-5,****
strain,GFC0185,GFC0190,0.07183993254076101,1.15e-10,****
strain,GFC0185,GFC0191,-0.045947394018178656,5.52e-4,***
strain,GFC0185,GFC0192,0.022294001213224085,0.804,ns
strain,GFC0185,GFC0193,-0.03356696257679406,0.0323,*
strain,GFC0185,GFC0194,0.03349826008631637,0.0811,ns
strain,GFC0185,GFC0195,0.038238741475503546,0.0155,*
strain,GFC0185,GFC0196,0.05549494881946421,4.6e-7,****
strain,GFC0185,GFC0197,0.04714657570236433,6.82e-5,****
strain,GFC0185,GFC0198,0.048185510732701636,3.81e-5,****
strain,GFC0185,GFC0199,-0.031073269787523866,0.203,ns
strain,GFC0185,GFC0221,0.044199165261175094,2.77e-5,****
strain,GFC0185,GFC0222,0.024501520686273454,0.292,ns
strain,GFC0185,SV01,0.09974097683024166,1.3e-11,****
strain,GFC0186,GFC0187,0.04290283034340339,4.57e-4,***
strain,GFC0186,GFC0188,0.08741983420492092,1.32e-11,****
strain,GFC0186,GFC0189,0.08555966132478579,1.32e-11,****
strain,GFC0186,GFC0190,0.10541126327137854,1.3e-11,****
strain,GFC0186,GFC0191,-0.012376063287561134,0.999,ns
strain,GFC0186,GFC0192,0.055865331943841606,3.54e-7,****
strain,GFC0186,GFC0193,4.368153823458565e-6,1,ns
strain,GFC0186,GFC0194,0.0670695908169339,7.99e-11,****
strain,GFC0186,GFC0195,0.07181007220612107,1.48e-11,****
strain,GFC0186,GFC0196,0.08906627955008173,1.32e-11,****
strain,GFC0186,GFC0197,0.08071790643298185,1.32e-11,****
strain,GFC0186,GFC0198,0.08175684146331916,1.32e-11,****
strain,GFC0186,GFC0199,0.002498060943093655,1,ns
strain,GFC0186,GFC0221,0.07777049599179262,1.32e-11,****
strain,GFC0186,GFC0222,0.058072851416890975,1.85e-11,****
strain,GFC0186,SV01,0.13331230756085918,1.3e-11,****
strain,GFC0187,GFC0188,0.04451700386151752,0.00108,**
strain,GFC0187,GFC0189,0.0426568309813824,0.0025,**
strain,GFC0187,GFC0190,0.06250843292797514,5.28e-8,****
strain,GFC0187,GFC0191,-0.055278893630964526,4.09e-6,****
strain,GFC0187,GFC0192,0.012962501600438214,1,ns
strain,GFC0187,GFC0193,-0.04289846218957993,4.58e-4,***
strain,GFC0187,GFC0194,0.024166760473530502,0.645,ns
strain,GFC0187,GFC0195,0.028907241862717675,0.28,ns
strain,GFC0187,GFC0196,0.046163449206678336,1.17e-4,***
strain,GFC0187,GFC0197,0.03781507608957846,0.00711,**
strain,GFC0187,GFC0198,0.038854011119915766,0.00448,**
strain,GFC0187,GFC0199,-0.04040476940030974,0.0101,*
strain,GFC0187,GFC0221,0.03486766564838922,0.00536,**
strain,GFC0187,GFC0222,0.015170021073487583,0.972,ns
strain,GFC0187,SV01,0.09040947721745579,1.32e-11,****
strain,GFC0188,GFC0189,-0.0018601728801351247,1,ns
strain,GFC0188,GFC0190,0.01799142906645762,0.968,ns
strain,GFC0188,GFC0191,-0.09979589749248205,1.32e-11,****
strain,GFC0188,GFC0192,-0.03155450226107931,0.161,ns
strain,GFC0188,GFC0193,-0.08741546605109746,1.32e-11,****
strain,GFC0188,GFC0194,-0.02035024338798702,0.894,ns
strain,GFC0188,GFC0195,-0.015609761998799848,0.994,ns
strain,GFC0188,GFC0196,0.001646445345160813,1,ns
strain,GFC0188,GFC0197,-0.006701927771939065,1,ns
strain,GFC0188,GFC0198,-0.005662992741601758,1,ns
strain,GFC0188,GFC0199,-0.08492177326182726,1.32e-11,****
strain,GFC0188,GFC0221,-0.0096493382131283,1,ns
strain,GFC0188,GFC0222,-0.02934698278802994,0.0606,ns
strain,GFC0188,SV01,0.04589247335593827,1.47e-5,****
strain,GFC0189,GFC0190,0.019851601946592745,0.915,ns
strain,GFC0189,GFC0191,-0.09793572461234692,1.32e-11,****
strain,GFC0189,GFC0192,-0.029694329380944184,0.255,ns
strain,GFC0189,GFC0193,-0.08555529317096233,1.32e-11,****
strain,GFC0189,GFC0194,-0.018490070507851897,0.957,ns
strain,GFC0189,GFC0195,-0.013749589118664723,0.999,ns
strain,GFC0189,GFC0196,0.0035066182252959377,1,ns
strain,GFC0189,GFC0197,-0.00484175489180394,1,ns
strain,GFC0189,GFC0198,-0.003802819861466633,1,ns
strain,GFC0189,GFC0199,-0.08306160038169214,1.34e-11,****
strain,GFC0189,GFC0221,-0.007789165332993175,1,ns
strain,GFC0189,GFC0222,-0.027486809907894816,0.119,ns
strain,GFC0189,SV01,0.04775264623607339,4.43e-6,****
strain,GFC0190,GFC0191,-0.11778732655893967,1.3e-11,****
strain,GFC0190,GFC0192,-0.04954593132753693,1.28e-4,***
strain,GFC0190,GFC0193,-0.10540689511755508,1.3e-11,****
strain,GFC0190,GFC0194,-0.03834167245444464,0.0149,*
strain,GFC0190,GFC0195,-0.03360119106525747,0.0785,ns
strain,GFC0190,GFC0196,-0.016344983721296807,0.978,ns
strain,GFC0190,GFC0197,-0.024693356838396685,0.474,ns
strain,GFC0190,GFC0198,-0.023654421808059378,0.565,ns
strain,GFC0190,GFC0199,-0.10291320232828488,1.32e-11,****
strain,GFC0190,GFC0221,-0.02764076727958592,0.113,ns
strain,GFC0190,GFC0222,-0.04733841185448756,3.59e-6,****
strain,GFC0190,SV01,0.027901044289480648,0.119,ns
strain,GFC0191,GFC0192,0.06824139523140274,2.24e-9,****
strain,GFC0191,GFC0193,0.012380431441384593,0.999,ns
strain,GFC0191,GFC0194,0.07944565410449503,1.36e-11,****
strain,GFC0191,GFC0195,0.0841861354936822,1.32e-11,****
strain,GFC0191,GFC0196,0.10144234283764286,1.31e-11,****
strain,GFC0191,GFC0197,0.09309396972054299,1.32e-11,****
strain,GFC0191,GFC0198,0.09413290475088029,1.32e-11,****
strain,GFC0191,GFC0199,0.01487412423065479,0.998,ns
strain,GFC0191,GFC0221,0.09014655927935375,1.31e-11,****
strain,GFC0191,GFC0222,0.07044891470445211,1.32e-11,****
strain,GFC0191,SV01,0.14568837084842032,1.3e-11,****
strain,GFC0192,GFC0193,-0.05586096379001815,3.55e-7,****
strain,GFC0192,GFC0194,0.011204258873092288,1,ns
strain,GFC0192,GFC0195,0.01594474026227946,0.993,ns
strain,GFC0192,GFC0196,0.03320094760624012,0.0536,ns
strain,GFC0192,GFC0197,0.024852574489140244,0.492,ns
strain,GFC0192,GFC0198,0.02589150951947755,0.406,ns
strain,GFC0192,GFC0199,-0.05336727100074795,3.66e-5,****
strain,GFC0192,GFC0221,0.02190516404795101,0.558,ns
strain,GFC0192,GFC0222,0.0022075194730493686,1,ns
strain,GFC0192,SV01,0.07744697561701758,1.32e-11,****
strain,GFC0193,GFC0194,0.06706522266311044,8.01e-11,****
strain,GFC0193,GFC0195,0.07180570405229761,1.49e-11,****
strain,GFC0193,GFC0196,0.08906191139625827,1.32e-11,****
strain,GFC0193,GFC0197,0.08071353827915839,1.32e-11,****
strain,GFC0193,GFC0198,0.0817524733094957,1.32e-11,****
strain,GFC0193,GFC0199,0.0024936927892701966,1,ns
strain,GFC0193,GFC0221,0.07776612783796916,1.32e-11,****
strain,GFC0193,GFC0222,0.058068483263067516,1.85e-11,****
strain,GFC0193,SV01,0.13330793940703572,1.3e-11,****
strain,GFC0194,GFC0195,0.004740481389187173,1,ns
strain,GFC0194,GFC0196,0.021996688733147834,0.706,ns
strain,GFC0194,GFC0197,0.013648315616047957,0.998,ns
strain,GFC0194,GFC0198,0.014687250646385264,0.994,ns
strain,GFC0194,GFC0199,-0.06457152987384024,4.25e-8,****
strain,GFC0194,GFC0221,0.010700905174858721,1,ns
strain,GFC0194,GFC0222,-0.008996739400042919,1,ns
strain,GFC0194,SV01,0.06624271674392529,1.68e-11,****
strain,GFC0195,GFC0196,0.01725620734396066,0.961,ns
strain,GFC0195,GFC0197,0.008907834226860784,1,ns
strain,GFC0195,GFC0198,0.00994676925719809,1,ns
strain,GFC0195,GFC0199,-0.06931201126302741,2.1e-9,****
strain,GFC0195,GFC0221,0.005960423785671548,1,ns
strain,GFC0195,GFC0222,-0.013737220789230092,0.991,ns
strain,GFC0195,SV01,0.061502235354738116,1.95e-10,****
strain,GFC0196,GFC0197,-0.008348373117099878,1,ns
strain,GFC0196,GFC0198,-0.007309438086762571,1,ns
strain,GFC0196,GFC0199,-0.08656821860698807,1.32e-11,****
strain,GFC0196,GFC0221,-0.011295783558289113,0.998,ns
strain,GFC0196,GFC0222,-0.030993428133190754,0.00901,**
strain,GFC0196,SV01,0.044246028010777455,3.52e-6,****
strain,GFC0197,GFC0198,0.0010389350303373068,1,ns
strain,GFC0197,GFC0199,-0.0782198454898882,1.34e-11,****
strain,GFC0197,GFC0221,-0.0029474104411892355,1,ns
strain,GFC0197,GFC0222,-0.022645055016090876,0.278,ns
strain,GFC0197,SV01,0.05259440112787733,5.46e-9,****
strain,GFC0198,GFC0199,-0.0792587805202255,1.33e-11,****
strain,GFC0198,GFC0221,-0.003986345471526542,1,ns
strain,GFC0198,GFC0222,-0.023683990046428183,0.202,ns
strain,GFC0198,SV01,0.051555466097540026,1.28e-8,****
strain,GFC0199,GFC0221,0.07527243504869896,1.32e-11,****
strain,GFC0199,GFC0222,0.05557479047379732,4.35e-8,****
strain,GFC0199,SV01,0.13081424661776553,1.3e-11,****
strain,GFC0221,GFC0222,-0.01969764457490164,0.261,ns
strain,GFC0221,SV01,0.05554181156906657,1.34e-11,****
strain,GFC0222,SV01,0.07523945614396821,1.31e-11,****
interaction_var:strain,0.0:GFC0180,100.0:GFC0180,-0.10526216621396058,1.65e-5,****
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0180,-0.02762912109427454,1,ns
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0180,-0.11349645481690598,5.36e-5,****
interaction_var:strain,0.0:GFC0180,0.0:GFC0181,-0.022386565879358417,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0181,-0.10629074418963896,5.65e-5,****
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0181,-0.013296403797073031,1,ns
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0181,-0.11276684080419641,6.56e-5,****
interaction_var:strain,0.0:GFC0180,0.0:GFC0182,-0.01855565473889509,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0182,-0.034577649642516084,1,ns
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0182,0.030614406558410162,1,ns
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0182,-0.0465322390717752,0.999,ns
interaction_var:strain,0.0:GFC0180,0.0:GFC0183,-0.024263677514090948,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0183,-0.07012065107194751,0.14,ns
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0183,-0.12412731765390296,2.48e-6,****
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0183,-0.14098750775845953,1.16e-8,****
interaction_var:strain,0.0:GFC0180,0.0:GFC0184,-0.028105052654495172,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0184,-0.04828653389170812,0.972,ns
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0184,-0.10854834612345826,2.05e-4,***
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0184,-0.1239567524068197,2.61e-6,****
interaction_var:strain,0.0:GFC0180,0.0:GFC0185,-0.0335287526713727,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0185,-0.058436537894552804,0.635,ns
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0185,-0.10266949941798001,9.27e-4,***
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0185,-0.1050509798424787,5.09e-4,***
interaction_var:strain,0.0:GFC0180,0.0:GFC0186,0.002888668097123376,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0186,-0.17894878977728762,1.32e-11,****
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0186,-0.06424271611568128,0.685,ns
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0186,-0.18952423658976453,1.39e-11,****
interaction_var:strain,0.0:GFC0180,0.0:GFC0187,-0.009110554211738647,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0187,-0.0870036313030979,0.00339,**
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0187,-0.06994259585371132,0.422,ns
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0187,-0.08489704291945133,0.046,*
interaction_var:strain,0.0:GFC0180,0.0:GFC0188,-0.003870074922693867,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0188,-0.05713170194398762,0.701,ns
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0188,0.007467633473704771,1,ns
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0188,0.007609134088487318,1,ns
interaction_var:strain,0.0:GFC0180,0.0:GFC0189,-0.015675291632816057,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0189,-0.021421463766163024,1,ns
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0189,0.02204331883426683,1,ns
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0189,-0.05212494787430455,0.986,ns
interaction_var:strain,0.0:GFC0180,0.0:GFC0190,-0.005867080389219181,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0190,-0.0062372736573917675,1,ns
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0190,0.037498399584503156,1,ns
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0190,-0.005810620920128434,1,ns
interaction_var:strain,0.0:GFC0180,0.0:GFC0191,0.00729803844838986,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0191,-0.19740903494972398,1.33e-11,****
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0191,-0.09231592690984144,0.0103,*
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0191,-0.1979229635383984,1.38e-11,****
interaction_var:strain,0.0:GFC0180,0.0:GFC0192,0.009917186546654938,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0192,-0.0139247523014695,1,ns
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0192,-0.08019908899172287,0.105,ns
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0192,-0.13284357284197607,1.66e-7,****
interaction_var:strain,0.0:GFC0180,0.0:GFC0193,0.008750866548647679,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0193,-0.18099239303209175,1.31e-11,****
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0193,-0.07252318719410225,0.316,ns
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0193,-0.19075967642637973,1.38e-11,****
interaction_var:strain,0.0:GFC0180,0.0:GFC0194,-0.02142006722023701,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0194,-0.0461164018539304,0.989,ns
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0194,-0.020062485804361374,1,ns
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0194,-0.056809925262152894,0.931,ns
interaction_var:strain,0.0:GFC0180,0.0:GFC0195,-0.023096580808493028,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0195,-0.034828884764586815,1,ns
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0195,-0.012306828367835781,1,ns
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0195,-0.05527968100437422,0.957,ns
interaction_var:strain,0.0:GFC0180,0.0:GFC0196,0.018753832550926774,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0196,-0.021026077658612558,1,ns
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0196,-0.04535910487972203,1,ns
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0196,-0.01941673642245445,1,ns
interaction_var:strain,0.0:GFC0180,0.0:GFC0197,0.021287475197033806,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0197,-0.02488739573944529,1,ns
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0197,-0.040307494325502236,1,ns
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0197,-0.07574550250969053,0.207,ns
interaction_var:strain,0.0:GFC0180,0.0:GFC0198,0.01863957522222215,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0198,-0.07432609341488441,0.0136,*
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0198,-0.012430329640957388,1,ns
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0198,0.020325255216021326,1,ns
interaction_var:strain,0.0:GFC0180,0.0:GFC0199,-0.017301661038842203,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0199,-0.1558690327415056,1.53e-11,****
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0199,-0.04669763986693526,0.999,ns
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0199,-0.19402474039028791,1.39e-11,****
interaction_var:strain,0.0:GFC0180,0.0:GFC0221,0.02698356461725157,1,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0221,-0.06020161612491148,0.0718,ns
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0221,0.0041828640419843965,1,ns
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0221,-0.05392780954049439,0.972,ns
interaction_var:strain,0.0:GFC0180,0.0:GFC0222,0.05145712921702886,0.4,ns
interaction_var:strain,0.0:GFC0180,100.0:GFC0222,-0.11469139286982569,5.62e-11,****
interaction_var:strain,0.0:GFC0180,0.5e-06:GFC0222,0.00966965778702683,1,ns
interaction_var:strain,0.0:GFC0180,100.5e-06:GFC0222,-0.14101573895633884,1.15e-8,****
interaction_var:strain,0.0:GFC0180,0.0:SV01,0.05388934026002798,0.311,ns
interaction_var:strain,0.0:GFC0180,100.0:SV01,0.0343332437676839,0.999,ns
interaction_var:strain,0.0:GFC0180,0.5e-06:SV01,0.02388516181365638,1,ns
interaction_var:strain,0.0:GFC0180,100.5e-06:SV01,-0.008157961436899702,1,ns
interaction_var:strain,100.0:GFC0180,0.5e-06:GFC0180,0.07763304511968604,0.157,ns
interaction_var:strain,100.0:GFC0180,100.5e-06:GFC0180,-0.008234288602945408,1,ns
interaction_var:strain,100.0:GFC0180,0.0:GFC0181,0.08287560033460216,0.00958,**
interaction_var:strain,100.0:GFC0180,100.0:GFC0181,-0.001028577975678388,1,ns
interaction_var:strain,100.0:GFC0180,0.5e-06:GFC0181,0.09196576241688754,0.0111,*
interaction_var:strain,100.0:GFC0180,100.5e-06:GFC0181,-0.007504674590235835,1,ns
interaction_var:strain,100.0:GFC0180,0.0:GFC0182,0.08670651147506549,0.00367,**
interaction_var:strain,100.0:GFC0180,100.0:GFC0182,0.07068451657144449,0.127,ns
interaction_var:strain,100.0:GFC0180,0.5e-06:GFC0182,0.13587657277237075,6.24e-8,****
interaction_var:strain,100.0:GFC0180,100.5e-06:GFC0182,0.058729927142185376,0.887,ns
interaction_var:strain,100.0:GFC0180,0.0:GFC0183,0.08099848869986963,0.015,*
interaction_var:strain,100.0:GFC0180,100.0:GFC0183,0.035141515142013066,1,ns
interaction_var:strain,100.0:GFC0180,0.5e-06:GFC0183,-0.018865151439942385,1,ns
interaction_var:strain,100.0:GFC0180,100.5e-06:GFC0183,-0.03572534154449894,1,ns
interaction_var:strain,100.0:GFC0180,0.0:GFC0184,0.0771571135594654,0.0355,*
interaction_var:strain,100.0:GFC0180,100.0:GFC0184,0.05697563232225246,0.708,ns
interaction_var:strain,100.0:GFC0180,0.5e-06:GFC0184,-0.0032861799094976857,1,ns
interaction_var:strain,100.0:GFC0180,100.5e-06:GFC0184,-0.01869458619285913,1,ns
interaction_var:strain,100.0:GFC0180,0.0:GFC0185,0.07173341354258787,0.105,ns
interaction_var:strain,100.0:GFC0180,100.0:GFC0185,0.04682562831940777,0.985,ns
interaction_var:strain,100.0:GFC0180,0.5e-06:GFC0185,0.0025926667959805666,1,ns
interaction_var:strain,100.0:GFC0180,100.5e-06:GFC0185,2.1118637148187513e-4,1,ns
interaction_var:strain,100.0:GFC0180,0.0:GFC0186,0.10815083431108395,7.8e-8,****
interaction_var:strain,100.0:GFC0180,100.0:GFC0186,-0.07368662356332706,0.0108,*
interaction_var:strain,100.0:GFC0180,0.5e-06:GFC0186,0.0410194500982793,1,ns
interaction_var:strain,100.0:GFC0180,100.5e-06:GFC0186,-0.08426207037580395,0.0517,ns
interaction_var:strain,100.0:GFC0180,0.0:GFC0187,0.09615161200222193,2.7e-4,***
interaction_var:strain,100.0:GFC0180,100.0:GFC0187,0.01825853491086267,1,ns
interaction_var:strain,100.0:GFC0180,0.5e-06:GFC0187,0.035319570360249256,1,ns
interaction_var:strain,100.0:GFC0180,100.5e-06:GFC0187,0.02036512329450925,1,ns
interaction_var:strain,100.0:GFC0180,0.0:GFC0188,0.10139209129126671,5.57e-5,****
