term,group1,group2,estimate,p.adj,p.adj.signif
interaction_var,0.0,100.0,-2.7363129617608006e-4,1,ns
interaction_var,0.0,0.5e-06,-0.029608890070499855,5.19e-10,****
interaction_var,0.0,100.5e-06,-0.029817117099174728,4.64e-10,****
interaction_var,100.0,0.5e-06,-0.029335258774323775,6.32e-10,****
interaction_var,100.0,100.5e-06,-0.029543485802998648,5.47e-10,****
interaction_var,0.5e-06,100.5e-06,-2.082270286748733e-4,1,ns
strain,GFC0235,GFC0236,-0.04129306097016022,0.00286,**
strain,GFC0235,GFC0237,-0.045644760239914706,2.51e-4,***
strain,GFC0235,GFC0238,-0.101164799079413,3.07e-10,****
strain,GFC0235,GFC0239,-0.04085963360375977,0.00268,**
strain,GFC0235,GFC0240,-0.04391177044196165,6.12e-4,***
strain,GFC0235,GFC0241,-0.03615693340441195,0.0204,*
strain,GFC0235,GFC0242,-0.03329424130860459,0.0591,ns
strain,GFC0235,GFC0243,-0.023679428494601196,0.635,ns
strain,GFC0235,GFC0244,-0.03143820362088978,0.109,ns
strain,GFC0235,GFC0245,-0.06985078405299258,3.46e-10,****
strain,GFC0235,GFC0246,-0.03885420193657718,0.00835,**
strain,GFC0235,GFC0247,-0.03885518635073559,0.00835,**
strain,GFC0235,GFC0248,-0.05239087105800089,5.66e-6,****
strain,GFC0235,GFC0249,-0.07806280054618756,3.07e-10,****
strain,GFC0235,GFC0250,-0.04836948361316448,8.33e-5,****
strain,GFC0235,GFC0251,-0.05513377949997611,1.06e-6,****
strain,GFC0235,GFC0252,-0.04897029704956546,4.12e-5,****
strain,GFC0235,GFC0253,-0.04153281248609211,0.00196,**
strain,GFC0235,GFC0254,-0.03562067819268128,0.0251,*
strain,GFC0235,GFC0255,-0.03790471346863422,0.00996,**
strain,GFC0235,GFC0256,-0.039426364221039234,0.00515,**
strain,GFC0235,GFC0257,-0.0381388385011977,0.00902,**
strain,GFC0235,GFC0258,-0.03450915559649537,0.0383,*
strain,GFC0235,SV01,-0.029158259953500965,0.0483,*
strain,GFC0236,GFC0237,-0.004351699269754483,1,ns
strain,GFC0236,GFC0238,-0.05987173810925278,9.48e-6,****
strain,GFC0236,GFC0239,4.3342736640045176e-4,1,ns
strain,GFC0236,GFC0240,-0.002618709471801428,1,ns
strain,GFC0236,GFC0241,0.005136127565748272,1,ns
strain,GFC0236,GFC0242,0.007998819661555634,1,ns
strain,GFC0236,GFC0243,0.017613632475559027,0.995,ns
strain,GFC0236,GFC0244,0.00985485734927044,1,ns
strain,GFC0236,GFC0245,-0.02855772308283236,0.534,ns
strain,GFC0236,GFC0246,0.0024388590335830407,1,ns
strain,GFC0236,GFC0247,0.0024378746194246292,1,ns
strain,GFC0236,GFC0248,-0.011097810087840665,1,ns
strain,GFC0236,GFC0249,-0.03676973957602733,0.0919,ns
strain,GFC0236,GFC0250,-0.00707642264300426,1,ns
strain,GFC0236,GFC0251,-0.013840718529815887,1,ns
strain,GFC0236,GFC0252,-0.007677236079405236,1,ns
strain,GFC0236,GFC0253,-2.397515159318908e-4,1,ns
strain,GFC0236,GFC0254,0.005672382777478946,1,ns
strain,GFC0236,GFC0255,0.003388347501526001,1,ns
strain,GFC0236,GFC0256,0.0018666967491209885,1,ns
strain,GFC0236,GFC0257,0.00315422246896252,1,ns
strain,GFC0236,GFC0258,0.006783905373664856,1,ns
strain,GFC0236,SV01,0.012134801016659258,1,ns
strain,GFC0237,GFC0238,-0.0555200388394983,6.05e-5,****
strain,GFC0237,GFC0239,0.004785126636154935,1,ns
strain,GFC0237,GFC0240,0.001732989797953055,1,ns
strain,GFC0237,GFC0241,0.009487826835502755,1,ns
strain,GFC0237,GFC0242,0.012350518931310117,1,ns
strain,GFC0237,GFC0243,0.02196533174531351,0.922,ns
strain,GFC0237,GFC0244,0.014206556619024924,1,ns
strain,GFC0237,GFC0245,-0.024206023813077876,0.82,ns
strain,GFC0237,GFC0246,0.006790558303337524,1,ns
strain,GFC0237,GFC0247,0.006789573889179112,1,ns
strain,GFC0237,GFC0248,-0.006746110818086182,1,ns
strain,GFC0237,GFC0249,-0.03241804030627285,0.25,ns
strain,GFC0237,GFC0250,-0.0027247233732497766,1,ns
strain,GFC0237,GFC0251,-0.009489019260061404,1,ns
strain,GFC0237,GFC0252,-0.003325536809650753,1,ns
strain,GFC0237,GFC0253,0.004111947753822592,1,ns
strain,GFC0237,GFC0254,0.010024082047233429,1,ns
strain,GFC0237,GFC0255,0.007740046771280484,1,ns
strain,GFC0237,GFC0256,0.006218396018875472,1,ns
strain,GFC0237,GFC0257,0.007505921738717003,1,ns
strain,GFC0237,GFC0258,0.011135604643419339,1,ns
strain,GFC0237,SV01,0.01648650028641374,0.989,ns
strain,GFC0238,GFC0239,0.06030516547565323,5.48e-6,****
strain,GFC0238,GFC0240,0.05725302863745135,2.59e-5,****
strain,GFC0238,GFC0241,0.06500786567500105,4.36e-7,****
strain,GFC0238,GFC0242,0.06787055777080842,8.63e-8,****
strain,GFC0238,GFC0243,0.07748537058481181,5.52e-10,****
strain,GFC0238,GFC0244,0.06972659545852322,2.94e-8,****
strain,GFC0238,GFC0245,0.03131401502642042,0.337,ns
strain,GFC0238,GFC0246,0.06231059714283582,2.69e-6,****
strain,GFC0238,GFC0247,0.06230961272867741,2.69e-6,****
strain,GFC0238,GFC0248,0.048773928021412116,0.00128,**
strain,GFC0238,GFC0249,0.02310199853322545,0.888,ns
strain,GFC0238,GFC0250,0.05279531546624852,2.81e-4,***
strain,GFC0238,GFC0251,0.046031019579436894,0.00393,**
strain,GFC0238,GFC0252,0.052194502029847545,2.87e-4,***
strain,GFC0238,GFC0253,0.05963198659332089,7.77e-6,****
strain,GFC0238,GFC0254,0.06554412088673173,3.23e-7,****
strain,GFC0238,GFC0255,0.06326008561077878,1.14e-6,****
strain,GFC0238,GFC0256,0.06173843485837377,2.58e-6,****
strain,GFC0238,GFC0257,0.0630259605782153,1.29e-6,****
strain,GFC0238,GFC0258,0.06665564348291764,1.73e-7,****
strain,GFC0238,SV01,0.07200653912591204,3.47e-10,****
strain,GFC0239,GFC0240,-0.00305213683820188,1,ns
strain,GFC0239,GFC0241,0.00470270019934782,1,ns
strain,GFC0239,GFC0242,0.007565392295155182,1,ns
strain,GFC0239,GFC0243,0.017180205109158575,0.996,ns
strain,GFC0239,GFC0244,0.009421429982869989,1,ns
strain,GFC0239,GFC0245,-0.02899115044923281,0.478,ns
strain,GFC0239,GFC0246,0.002005431667182589,1,ns
strain,GFC0239,GFC0247,0.0020044472530241775,1,ns
strain,GFC0239,GFC0248,-0.011531237454241117,1,ns
strain,GFC0239,GFC0249,-0.037203166942427784,0.0723,ns
strain,GFC0239,GFC0250,-0.007509850009404712,1,ns
strain,GFC0239,GFC0251,-0.01427414589621634,1,ns
strain,GFC0239,GFC0252,-0.008110663445805688,1,ns
strain,GFC0239,GFC0253,-6.731788823323426e-4,1,ns
strain,GFC0239,GFC0254,0.005238955411078494,1,ns
strain,GFC0239,GFC0255,0.0029549201351255494,1,ns
strain,GFC0239,GFC0256,0.0014332693827205367,1,ns
strain,GFC0239,GFC0257,0.002720795102562068,1,ns
strain,GFC0239,GFC0258,0.006350478007264404,1,ns
strain,GFC0239,SV01,0.011701373650258806,1,ns
strain,GFC0240,GFC0241,0.0077548370375497,1,ns
strain,GFC0240,GFC0242,0.010617529133357062,1,ns
strain,GFC0240,GFC0243,0.020232341947360455,0.967,ns
strain,GFC0240,GFC0244,0.012473566821071869,1,ns
strain,GFC0240,GFC0245,-0.02593901361103093,0.708,ns
strain,GFC0240,GFC0246,0.005057568505384469,1,ns
strain,GFC0240,GFC0247,0.005056584091226057,1,ns
strain,GFC0240,GFC0248,-0.008479100616039237,1,ns
strain,GFC0240,GFC0249,-0.034151030104225905,0.166,ns
strain,GFC0240,GFC0250,-0.004457713171202832,1,ns
strain,GFC0240,GFC0251,-0.01122200905801446,1,ns
strain,GFC0240,GFC0252,-0.005058526607603808,1,ns
strain,GFC0240,GFC0253,0.0023789579558695373,1,ns
strain,GFC0240,GFC0254,0.008291092249280374,1,ns
strain,GFC0240,GFC0255,0.006007056973327429,1,ns
strain,GFC0240,GFC0256,0.004485406220922417,1,ns
strain,GFC0240,GFC0257,0.005772931940763948,1,ns
strain,GFC0240,GFC0258,0.009402614845466284,1,ns
strain,GFC0240,SV01,0.014753510488460686,0.998,ns
strain,GFC0241,GFC0242,0.002862692095807362,1,ns
strain,GFC0241,GFC0243,0.012477504909810755,1,ns
strain,GFC0241,GFC0244,0.004718729783522169,1,ns
strain,GFC0241,GFC0245,-0.03369385064858063,0.186,ns
strain,GFC0241,GFC0246,-0.002697268532165231,1,ns
strain,GFC0241,GFC0247,-0.0026982529463236427,1,ns
strain,GFC0241,GFC0248,-0.016233937653588937,0.998,ns
strain,GFC0241,GFC0249,-0.041905867141775605,0.0155,*
strain,GFC0241,GFC0250,-0.012212550208752532,1,ns
strain,GFC0241,GFC0251,-0.01897684609556416,0.984,ns
strain,GFC0241,GFC0252,-0.012813363645153508,1,ns
strain,GFC0241,GFC0253,-0.005375879081680163,1,ns
strain,GFC0241,GFC0254,5.36255211730674e-4,1,ns
strain,GFC0241,GFC0255,-0.0017477800642222707,1,ns
strain,GFC0241,GFC0256,-0.0032694308166272834,1,ns
strain,GFC0241,GFC0257,-0.001981905096785752,1,ns
strain,GFC0241,GFC0258,0.001647777807916584,1,ns
strain,GFC0241,SV01,0.006998673450910986,1,ns
strain,GFC0242,GFC0243,0.009614812814003393,1,ns
strain,GFC0242,GFC0244,0.0018560376877148066,1,ns
strain,GFC0242,GFC0245,-0.03655654274438799,0.0873,ns
strain,GFC0242,GFC0246,-0.005559960627972593,1,ns
strain,GFC0242,GFC0247,-0.005560945042131005,1,ns
strain,GFC0242,GFC0248,-0.0190966297493963,0.983,ns
strain,GFC0242,GFC0249,-0.04476855923758297,0.00532,**
strain,GFC0242,GFC0250,-0.015075242304559894,1,ns
strain,GFC0242,GFC0251,-0.02183953819137152,0.926,ns
strain,GFC0242,GFC0252,-0.01567605574096087,0.999,ns
strain,GFC0242,GFC0253,-0.008238571177487525,1,ns
strain,GFC0242,GFC0254,-0.002326436884076688,1,ns
strain,GFC0242,GFC0255,-0.004610472160029633,1,ns
strain,GFC0242,GFC0256,-0.0061321229124346455,1,ns
strain,GFC0242,GFC0257,-0.004844597192593114,1,ns
strain,GFC0242,GFC0258,-0.0012149142878907782,1,ns
strain,GFC0242,SV01,0.004135981355103624,1,ns
strain,GFC0243,GFC0244,-0.007758775126288586,1,ns
strain,GFC0243,GFC0245,-0.046171355558391386,0.00304,**
strain,GFC0243,GFC0246,-0.015174773441975986,0.999,ns
strain,GFC0243,GFC0247,-0.015175757856134398,0.999,ns
strain,GFC0243,GFC0248,-0.02871144256339969,0.499,ns
strain,GFC0243,GFC0249,-0.05438337205158636,7.87e-5,****
strain,GFC0243,GFC0250,-0.024690055118563287,0.807,ns
strain,GFC0243,GFC0251,-0.031454351005374914,0.306,ns
strain,GFC0243,GFC0252,-0.025290868554964263,0.752,ns
strain,GFC0243,GFC0253,-0.017853383991490918,0.993,ns
strain,GFC0243,GFC0254,-0.01194124969808008,1,ns
strain,GFC0243,GFC0255,-0.014225284974033026,1,ns
strain,GFC0243,GFC0256,-0.01574693572643804,0.999,ns
strain,GFC0243,GFC0257,-0.014459410006596507,1,ns
strain,GFC0243,GFC0258,-0.010829727101894171,1,ns
strain,GFC0243,SV01,-0.005478831458899769,1,ns
strain,GFC0244,GFC0245,-0.0384125804321028,0.0501,ns
strain,GFC0244,GFC0246,-0.0074159983156874,1,ns
strain,GFC0244,GFC0247,-0.007416982729845811,1,ns
strain,GFC0244,GFC0248,-0.020952667437111105,0.952,ns
strain,GFC0244,GFC0249,-0.04662459692529777,0.00253,**
strain,GFC0244,GFC0250,-0.0169312799922747,0.997,ns
strain,GFC0244,GFC0251,-0.023695575879086328,0.848,ns
strain,GFC0244,GFC0252,-0.017532093428675677,0.994,ns
strain,GFC0244,GFC0253,-0.010094608865202331,1,ns
strain,GFC0244,GFC0254,-0.004182474571791495,1,ns
strain,GFC0244,GFC0255,-0.006466509847744439,1,ns
strain,GFC0244,GFC0256,-0.007988160600149452,1,ns
strain,GFC0244,GFC0257,-0.006700634880307921,1,ns
strain,GFC0244,GFC0258,-0.0030709519756055847,1,ns
strain,GFC0244,SV01,0.0022799436673888174,1,ns
strain,GFC0245,GFC0246,0.0309965821164154,0.358,ns
strain,GFC0245,GFC0247,0.03099559770225699,0.358,ns
strain,GFC0245,GFC0248,0.017459912994991694,0.995,ns
strain,GFC0245,GFC0249,-0.008212016493194974,1,ns
strain,GFC0245,GFC0250,0.0214813004398281,0.944,ns
strain,GFC0245,GFC0251,0.014717004553016472,1,ns
strain,GFC0245,GFC0252,0.020880487003427123,0.953,ns
strain,GFC0245,GFC0253,0.02831797156690047,0.529,ns
strain,GFC0245,GFC0254,0.034230105860311305,0.163,ns
strain,GFC0245,GFC0255,0.03194607058435836,0.277,ns
strain,GFC0245,GFC0256,0.030424419831953348,0.374,ns
strain,GFC0245,GFC0257,0.03171194555179488,0.291,ns
strain,GFC0245,GFC0258,0.035341628456497215,0.122,ns
strain,GFC0245,SV01,0.04069252409949162,0.00399,**
strain,GFC0246,GFC0247,-9.844141584114396e-7,1,ns
strain,GFC0246,GFC0248,-0.013536669121423706,1,ns
strain,GFC0246,GFC0249,-0.03920859860961037,0.0445,*
strain,GFC0246,GFC0250,-0.0095152816765873,1,ns
strain,GFC0246,GFC0251,-0.016279577563398928,0.998,ns
strain,GFC0246,GFC0252,-0.010116095112988277,1,ns
strain,GFC0246,GFC0253,-0.0026786105495149315,1,ns
strain,GFC0246,GFC0254,0.0032335237438959052,1,ns
strain,GFC0246,GFC0255,9.494884679429605e-4,1,ns
strain,GFC0246,GFC0256,-5.721622844620522e-4,1,ns
strain,GFC0246,GFC0257,7.153634353794791e-4,1,ns
strain,GFC0246,GFC0258,0.004345046340081815,1,ns
strain,GFC0246,SV01,0.009695941983076217,1,ns
strain,GFC0247,GFC0248,-0.013535684707265294,1,ns
strain,GFC0247,GFC0249,-0.03920761419545196,0.0445,*
strain,GFC0247,GFC0250,-0.009514297262428889,1,ns
strain,GFC0247,GFC0251,-0.016278593149240517,0.998,ns
strain,GFC0247,GFC0252,-0.010115110698829866,1,ns
strain,GFC0247,GFC0253,-0.00267762613535652,1,ns
strain,GFC0247,GFC0254,0.0032345081580543167,1,ns
strain,GFC0247,GFC0255,9.504728821013719e-4,1,ns
strain,GFC0247,GFC0256,-5.711778703036408e-4,1,ns
strain,GFC0247,GFC0257,7.163478495378905e-4,1,ns
strain,GFC0247,GFC0258,0.0043460307542402266,1,ns
strain,GFC0247,SV01,0.009696926397234629,1,ns
strain,GFC0248,GFC0249,-0.025671929488186668,0.727,ns
strain,GFC0248,GFC0250,0.004021387444836405,1,ns
strain,GFC0248,GFC0251,-0.0027429084419752225,1,ns
strain,GFC0248,GFC0252,0.0034205740084354286,1,ns
strain,GFC0248,GFC0253,0.010858058571908774,1,ns
strain,GFC0248,GFC0254,0.01677019286531961,0.997,ns
strain,GFC0248,GFC0255,0.014486157589366666,1,ns
strain,GFC0248,GFC0256,0.012964506836961653,1,ns
strain,GFC0248,GFC0257,0.014252032556803185,1,ns
strain,GFC0248,GFC0258,0.01788171546150552,0.993,ns
strain,GFC0248,SV01,0.023232611104499923,0.705,ns
strain,GFC0249,GFC0250,0.029693316933023073,0.449,ns
strain,GFC0249,GFC0251,0.022929021046211445,0.884,ns
strain,GFC0249,GFC0252,0.029092503496622096,0.47,ns
strain,GFC0249,GFC0253,0.03652998806009544,0.088,ns
strain,GFC0249,GFC0254,0.04244212235350628,0.0128,*
strain,GFC0249,GFC0255,0.040158087077553334,0.0284,*
strain,GFC0249,GFC0256,0.03863643632514832,0.0467,*
strain,GFC0249,GFC0257,0.03992396204498985,0.0307,*
strain,GFC0249,GFC0258,0.04355364494969219,0.00847,**
strain,GFC0249,SV01,0.04890454059268659,6.83e-5,****
strain,GFC0250,GFC0251,-0.006764295886811628,1,ns
strain,GFC0250,GFC0252,-6.008134364009765e-4,1,ns
strain,GFC0250,GFC0253,0.006836671127072369,1,ns
strain,GFC0250,GFC0254,0.012748805420483206,1,ns
strain,GFC0250,GFC0255,0.010464770144530261,1,ns
strain,GFC0250,GFC0256,0.008943119392125248,1,ns
strain,GFC0250,GFC0257,0.01023064511196678,1,ns
strain,GFC0250,GFC0258,0.013860328016669116,1,ns
strain,GFC0250,SV01,0.019211223659663518,0.945,ns
strain,GFC0251,GFC0252,0.006163482450410651,1,ns
strain,GFC0251,GFC0253,0.013600967013883997,1,ns
strain,GFC0251,GFC0254,0.019513101307294833,0.978,ns
strain,GFC0251,GFC0255,0.01722906603134189,0.996,ns
strain,GFC0251,GFC0256,0.015707415278936876,0.999,ns
strain,GFC0251,GFC0257,0.016994940998778407,0.996,ns
strain,GFC0251,GFC0258,0.020624623903480743,0.959,ns
strain,GFC0251,SV01,0.025975519546475145,0.474,ns
strain,GFC0252,GFC0253,0.0074374845634733455,1,ns
strain,GFC0252,GFC0254,0.013349618856884182,1,ns
strain,GFC0252,GFC0255,0.011065583580931238,1,ns
strain,GFC0252,GFC0256,0.009543932828526225,1,ns
strain,GFC0252,GFC0257,0.010831458548367756,1,ns
strain,GFC0252,GFC0258,0.014461141453070092,1,ns
strain,GFC0252,SV01,0.019812037096064494,0.916,ns
strain,GFC0253,GFC0254,0.005912134293410837,1,ns
strain,GFC0253,GFC0255,0.003628099017457892,1,ns
strain,GFC0253,GFC0256,0.0021064482650528793,1,ns
strain,GFC0253,GFC0257,0.0033939739848944106,1,ns
strain,GFC0253,GFC0258,0.007023656889596747,1,ns
strain,GFC0253,SV01,0.012374552532591149,1,ns
strain,GFC0254,GFC0255,-0.0022840352759529448,1,ns
strain,GFC0254,GFC0256,-0.0038056860283579574,1,ns
strain,GFC0254,GFC0257,-0.002518160308516426,1,ns
strain,GFC0254,GFC0258,0.0011115225961859099,1,ns
strain,GFC0254,SV01,0.006462418239180312,1,ns
strain,GFC0255,GFC0256,-0.0015216507524050127,1,ns
strain,GFC0255,GFC0257,-2.3412503256348138e-4,1,ns
strain,GFC0255,GFC0258,0.0033955578721388546,1,ns
strain,GFC0255,SV01,0.008746453515133257,1,ns
strain,GFC0256,GFC0257,0.0012875257198415313,1,ns
strain,GFC0256,GFC0258,0.004917208624543867,1,ns
strain,GFC0256,SV01,0.01026810426753827,1,ns
strain,GFC0257,GFC0258,0.003629682904702336,1,ns
strain,GFC0257,SV01,0.008980578547696738,1,ns
strain,GFC0258,SV01,0.005350895642994402,1,ns
interaction_var:strain,0.0:GFC0235,100.0:GFC0235,-0.0209075184894032,1,ns
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0235,-0.10553795350347445,8.2e-4,***
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0235,-0.10905833131959367,3.37e-4,***
interaction_var:strain,0.0:GFC0235,0.0:GFC0236,-0.05220518236361266,0.613,ns
interaction_var:strain,0.0:GFC0235,100.0:GFC0236,-0.07185072663093395,0.0313,*
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0236,-0.0927334282802934,0.0153,*
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0236,-0.1041056640530916,0.00117,**
interaction_var:strain,0.0:GFC0235,0.0:GFC0237,-0.06946280307105812,0.0247,*
interaction_var:strain,0.0:GFC0235,100.0:GFC0237,-0.08487216803420436,2.37e-4,***
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0237,-0.06415788465240202,0.775,ns
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0237,-0.09629915162381364,0.00715,**
interaction_var:strain,0.0:GFC0235,0.0:GFC0238,-0.15514344793405685,3.08e-10,****
interaction_var:strain,0.0:GFC0235,100.0:GFC0238,-0.14087873489147235,3.08e-10,****
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0238,-0.12397156440702031,5.5e-6,****
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0238,-0.09408906254242788,0.0115,*
interaction_var:strain,0.0:GFC0235,0.0:GFC0239,-0.07202176300010399,0.0125,*
interaction_var:strain,0.0:GFC0235,100.0:GFC0239,-0.07424284781639615,0.00671,**
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0239,-0.06671597212597807,0.667,ns
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0239,-0.08117102491083239,0.128,ns
interaction_var:strain,0.0:GFC0235,0.0:GFC0240,-0.08397576335466372,3.21e-4,***
interaction_var:strain,0.0:GFC0235,100.0:GFC0240,-0.056964775473268336,0.338,ns
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0240,-0.10010400361943303,0.00302,**
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0240,-0.07674395842372489,0.243,ns
interaction_var:strain,0.0:GFC0235,0.0:GFC0241,-0.06856699985408865,0.0311,*
interaction_var:strain,0.0:GFC0235,100.0:GFC0241,-0.06255175506657051,0.124,ns
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0241,-0.06765817143037772,0.625,ns
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0241,-0.08230433620202718,0.107,ns
interaction_var:strain,0.0:GFC0235,0.0:GFC0242,-0.07593554303797642,0.0041,**
interaction_var:strain,0.0:GFC0235,100.0:GFC0242,-0.055597823397137924,0.411,ns
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0242,-0.05857421303317356,0.936,ns
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0242,-0.0733829189954775,0.367,ns
interaction_var:strain,0.0:GFC0235,0.0:GFC0243,-0.06287688213316733,0.116,ns
interaction_var:strain,0.0:GFC0235,100.0:GFC0243,-0.03446125425487384,1,ns
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0243,-0.07445433070414242,0.324,ns
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0243,-0.06820438453463484,0.599,ns
interaction_var:strain,0.0:GFC0235,0.0:GFC0244,-0.05691875678999703,0.34,ns
interaction_var:strain,0.0:GFC0235,100.0:GFC0244,-0.05455885914381997,0.471,ns
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0244,-0.09473508977960005,0.01,**
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0244,-0.0661973171253572,0.69,ns
interaction_var:strain,0.0:GFC0235,0.0:GFC0245,-0.11561990626200264,1.47e-9,****
interaction_var:strain,0.0:GFC0235,100.0:GFC0245,-0.08905904981334242,5.52e-5,****
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0245,-0.10982057512497218,2.77e-4,***
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0245,-0.09518463408954556,0.00911,**
interaction_var:strain,0.0:GFC0235,0.0:GFC0246,-0.07656014340086112,0.00946,**
interaction_var:strain,0.0:GFC0235,100.0:GFC0246,-0.057823944616708756,0.295,ns
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0246,-0.08437335014683955,0.0753,ns
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0246,-0.0790317067139226,0.177,ns
interaction_var:strain,0.0:GFC0235,0.0:GFC0247,-0.0588238243323328,0.25,ns
interaction_var:strain,0.0:GFC0235,100.0:GFC0247,-0.062380490599726224,0.222,ns
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0247,-0.08988861007184798,0.0272,*
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0247,-0.09626833231701912,0.00719,**
interaction_var:strain,0.0:GFC0235,0.0:GFC0248,-0.0678277711497679,0.0374,*
interaction_var:strain,0.0:GFC0235,100.0:GFC0248,-0.0770064020221759,0.00297,**
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0248,-0.10421542628336283,0.00114,**
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0248,-0.11571987076800688,5.73e-5,****
interaction_var:strain,0.0:GFC0235,0.0:GFC0249,-0.09481673102121974,6.61e-6,****
interaction_var:strain,0.0:GFC0235,100.0:GFC0249,-0.11116262279366385,8.67e-9,****
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0249,-0.12683416349125756,2.36e-6,****
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0249,-0.12484234920335271,4.26e-6,****
interaction_var:strain,0.0:GFC0235,0.0:GFC0250,-0.06189163297155875,0.141,ns
interaction_var:strain,0.0:GFC0235,100.0:GFC0250,-0.07080930588216561,0.04,*
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0250,-0.10745420220150137,5.08e-4,***
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0250,-0.11252390542361068,1.36e-4,***
interaction_var:strain,0.0:GFC0235,0.0:GFC0251,-0.07842703162149303,0.00193,**
interaction_var:strain,0.0:GFC0235,100.0:GFC0251,-0.084150496672799,3.03e-4,***
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0251,-0.10620010557542306,6.96e-4,***
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0251,-0.09470593188310117,0.0101,*
interaction_var:strain,0.0:GFC0235,0.0:GFC0252,-0.0666134256289132,0.0502,ns
interaction_var:strain,0.0:GFC0235,100.0:GFC0252,-0.07035285624376658,0.0196,*
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0252,-0.11685462155063836,4.19e-5,****
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0252,-0.09829301404864735,0.00458,**
interaction_var:strain,0.0:GFC0235,0.0:GFC0253,-0.059205960199947893,0.234,ns
interaction_var:strain,0.0:GFC0235,100.0:GFC0253,-0.0663734544064124,0.0531,ns
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0253,-0.1014147282977193,0.00223,**
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0253,-0.09188173445336467,0.0182,*
interaction_var:strain,0.0:GFC0235,0.0:GFC0254,-0.06161178293328207,0.15,ns
interaction_var:strain,0.0:GFC0235,100.0:GFC0254,-0.04418432523164778,0.954,ns
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0254,-0.10015284180179337,0.00299,**
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0254,-0.09723742807168692,0.00581,**
interaction_var:strain,0.0:GFC0235,0.0:GFC0255,-0.05755288837760003,0.308,ns
interaction_var:strain,0.0:GFC0235,100.0:GFC0255,-0.04804098376160926,0.836,ns
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0255,-0.10342275099401849,0.00138,**
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0255,-0.10807620258662062,4.33e-4,***
interaction_var:strain,0.0:GFC0235,0.0:GFC0256,-0.05615322553041957,0.38,ns
interaction_var:strain,0.0:GFC0235,100.0:GFC0256,-0.06045003992347925,0.187,ns
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0256,-0.09126062338487331,0.0207,*
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0256,-0.10734944808081684,5.21e-4,***
interaction_var:strain,0.0:GFC0235,0.0:GFC0257,-0.06069879991662208,0.178,ns
interaction_var:strain,0.0:GFC0235,100.0:GFC0257,-0.05892426371807413,0.246,ns
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0257,-0.09211521486105076,0.0174,*
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0257,-0.0927301059239953,0.0153,*
interaction_var:strain,0.0:GFC0235,0.0:GFC0258,-0.06527886583422149,0.0685,ns
interaction_var:strain,0.0:GFC0235,100.0:GFC0258,-0.051346359943749253,0.664,ns
interaction_var:strain,0.0:GFC0235,0.5e-06:GFC0258,-0.0893256672887229,0.0303,*
interaction_var:strain,0.0:GFC0235,100.5e-06:GFC0258,-0.07973723178156011,0.159,ns
interaction_var:strain,0.0:GFC0235,0.0:SV01,-0.04073025112520906,0.72,ns
